audio offset,blinking state,eye state
6676,open,disgusted
6782,half_closed,disgusted
6802,closed,disgusted
7046,half_closed,disgusted
7146,open,disgusted
7258,half_closed,disgusted
7279,closed,disgusted
7575,half_closed,disgusted
12200,open,disgusted
12300,open,angry
