audio offset,viseme,mouth state
50.0,I,neutral
102.1,D,neutral
193.2,B,neutral
271.4,G,neutral
349.5,E,neutral
388.5,A,neutral
453.6,H,neutral
505.7,E,neutral
570.8,B,neutral
622.9,A,neutral
701.0,E,neutral
805.2,A,neutral
857.3,E,neutral
922.4,E,neutral
1000.5,E,neutral
1052.6,A,neutral
1117.7,E,neutral
1208.9,G,neutral
1274.0,A,neutral
1430.2,E,neutral
1521.0,I,neutral
1586.5,A,neutral
1651.6,F,neutral
1690.6,G,neutral
1729.7,A,neutral
1794.8,H,neutral
1859.9,G,neutral
1925.0,A,neutral
1990.1,E,neutral
2042.2,A,neutral
2094.3,E,neutral
2133.3,E,neutral
2211.5,A,neutral
2302.6,E,neutral
2393.7,C,neutral
2550.0,G,neutral
2602.0,I,neutral
2849.5,E,neutral
2888.5,A,neutral
2966.7,E,neutral
3057.8,C,neutral
3175.0,G,neutral
3214.0,I,neutral
3279.2,A,neutral
3370.3,E,neutral
3435.4,E,neutral
3539.6,B,neutral
3617.7,F,neutral
3656.8,A,neutral
3695.8,E,neutral
3747.9,E,neutral
3839.1,A,neutral
3904.2,E,neutral
3956.2,H,neutral
4008.3,A,neutral
4086.5,G,neutral
4151.6,A,neutral
4203.6,A,neutral
4242.7,E,neutral
4294.8,A,neutral
4359.9,A,neutral
4399.0,E,neutral
4464.1,E,neutral
4568.2,C,neutral
4724.5,G,neutral
4841.7,E,neutral
4971.0,I,neutral
5768.2,I,neutral
5820.3,E,neutral
5937.5,B,neutral
6015.6,E,neutral
6080.7,H,neutral
6132.8,A,neutral
6197.9,G,neutral
6263.0,A,neutral
6328.1,A,neutral
6367.2,E,neutral
6432.3,A,neutral
6523.4,A,neutral
6575.5,E,neutral
6653.6,E,neutral
6731.8,A,neutral
6796.9,E,neutral
6862.0,C,neutral
7031.2,I,neutral
7239.6,A,neutral
7304.7,E,neutral
7408.9,A,neutral
7487.0,H,neutral
7552.1,E,neutral
7617.2,E,neutral
7682.3,A,neutral
7734.4,E,neutral
7799.5,E,neutral
7851.6,E,neutral
7929.7,C,neutral
8007.8,G,neutral
8059.9,E,neutral
8112.0,E,neutral
8229.2,C,neutral
8307.3,H,neutral
8372.4,A,neutral
8463.5,E,neutral
8541.7,A,neutral
8632.8,E,neutral
8724.0,B,neutral
8841.1,E,neutral
8958.3,E,neutral
9062.2,I,neutral
9908.9,I,neutral
9960.9,E,neutral
10078.1,C,neutral
10169.3,H,neutral
10234.4,A,neutral
10338.5,E,neutral
10429.7,D,neutral
10481.8,A,neutral
10533.9,E,neutral
10599.0,G,neutral
10651.0,A,neutral
10716.1,E,neutral
10794.3,E,neutral
10859.4,C,neutral
10911.5,E,neutral
10963.5,E,neutral
11002.6,A,neutral
11041.7,E,neutral
11106.8,H,neutral
11197.9,C,neutral
11230.5,A,neutral
11263.0,E,neutral
11315.1,E,neutral
11354.2,A,neutral
11380.2,F,neutral
11445.3,G,neutral
11523.4,C,neutral
11608.1,A,neutral
11692.7,F,neutral
11809.9,I,neutral
11992.2,E,neutral
12083.3,A,neutral
12148.4,H,neutral
12187.5,A,neutral
12239.6,G,neutral
12291.7,A,neutral
12343.7,E,neutral
12395.8,E,neutral
12460.9,B,neutral
12513.0,D,neutral
12591.1,C,neutral
12695.3,E,neutral
12747.4,A,neutral
12812.5,E,neutral
12876.9,I,neutral
12929.7,C,neutral
13007.8,E,neutral
13085.9,B,neutral
13216.1,E,neutral
13320.3,E,neutral
13475.9,I,neutral
14322.9,I,neutral
14375.0,E,neutral
14492.2,C,neutral
14583.3,H,neutral
14648.4,A,neutral
14739.6,E,neutral
14817.7,A,neutral
14882.8,E,neutral
14947.9,E,neutral
15039.1,C,neutral
15169.3,E,neutral
15234.4,H,neutral
15273.4,G,neutral
15351.6,D,neutral
15532.9,I,neutral
15585.9,H,neutral
15651.0,A,neutral
15703.1,E,neutral
15768.2,E,neutral
15885.4,C,neutral
15963.5,A,neutral
16041.7,A,neutral
16197.9,E,neutral
16275.9,I,neutral
16432.3,E,neutral
16484.4,A,neutral
16536.5,E,neutral
16575.5,E,neutral
16653.6,E,neutral
16718.7,A,neutral
16796.9,E,neutral
16862.0,E,neutral
16927.1,A,neutral
16953.1,E,neutral
17005.2,G,neutral
17044.3,A,neutral
17096.4,E,neutral
17174.5,B,neutral
17265.6,E,neutral
17343.7,E,neutral
17408.9,A,neutral
17434.9,F,neutral
17487.0,G,neutral
17526.0,A,neutral
17591.1,D,neutral
17682.3,C,neutral
17753.9,A,neutral
17825.5,E,neutral
17889.9,I,neutral
17955.7,A,neutral
18033.9,E,neutral
18085.9,E,neutral
18164.1,E,neutral
18229.2,B,neutral
18274.7,A,neutral
18333.3,H,neutral
18424.5,G,neutral
18489.6,A,neutral
18580.7,E,neutral
18645.8,A,neutral
18750.0,E,neutral
18840.9,I,neutral
19687.5,I,neutral
19739.6,G,neutral
19804.7,A,neutral
19895.8,F,neutral
19974.0,B,neutral
20039.1,E,neutral
20117.2,E,neutral
20182.3,E,neutral
20273.4,G,neutral
20325.5,A,neutral
20390.6,F,neutral
20442.7,A,neutral
20494.8,E,neutral
20572.9,E,neutral
20677.1,B,neutral
20794.3,G,neutral
20845.5,I,neutral
20898.4,A,neutral
20963.5,E,neutral
21015.6,E,neutral
21119.8,A,neutral
21210.9,E,neutral
21315.1,C,neutral
21445.3,G,neutral
21496.5,I,neutral
21549.5,A,neutral
21614.6,E,neutral
21692.7,E,neutral
21770.8,C,neutral
21849.0,G,neutral
21901.0,E,neutral
21966.1,H,neutral
22070.3,C,neutral
22161.5,G,neutral
22252.6,A,neutral
22382.8,E,neutral
22629.5,I,neutral
23476.6,I,neutral
23528.6,E,neutral
23658.9,C,neutral
23750.0,F,neutral
