audio offset,viseme,mouth state
50.0,I,angry
103.2,C,angry
202.9,A,angry
316.0,D,angry
448.9,C,angry
555.3,E,angry
608.5,E,angry
635.1,E,angry
688.3,B,angry
741.5,E,angry
861.2,B,angry
954.3,G,angry
1034.0,A,angry
1113.8,D,angry
1206.9,E,angry
1366.5,A,angry
1446.3,H,angry
1526.1,E,angry
1592.6,A,angry
1659.0,E,angry
1738.8,A,angry
1805.3,H,angry
1858.5,C,angry
1911.7,B,angry
1964.9,E,angry
2031.4,E,angry
2137.8,C,angry
2244.1,E,angry
2310.6,E,angry
2417.0,E,angry
2510.1,C,angry
2616.5,H,angry
2696.3,A,angry
2829.0,I,angry
3028.7,E,angry
3121.8,G,angry
3214.9,C,angry
3308.0,E,angry
3374.5,E,angry
3454.3,B,angry
3600.0,I,angry
3720.2,A,angry
3773.4,E,angry
3866.5,E,angry
3986.2,G,angry
4079.3,B,angry
4185.6,H,angry
4238.8,A,angry
4318.6,E,angry
4678.2,I,angry
4678.2,E,angry
4784.6,E,angry
4904.3,A,angry
5063.8,E,angry
5236.7,A,angry
5303.2,E,angry
5343.1,A,angry
5422.9,E,angry
5529.3,A,angry
5635.6,E,angry
5728.7,E,angry
5821.2,I,angry
5888.3,A,angry
5994.7,F,angry
6061.2,G,angry
6114.4,A,angry
6194.1,H,angry
6287.2,G,angry
6393.6,A,angry
6486.7,E,angry
6553.2,A,angry
6619.7,E,angry
6699.5,E,angry
6792.6,G,angry
6885.6,C,angry
7018.6,H,angry
7098.4,G,angry
7178.2,A,angry
7364.4,E,angry
7470.2,I,angry
8385.1,I,angry
8438.3,G,angry
8544.7,A,angry
8664.4,E,angry
8850.5,E,angry
8970.2,A,angry
9183.0,C,angry
9276.1,E,angry
9355.9,H,angry
9462.2,E,angry
9581.9,C,angry
9688.3,E,angry
9781.4,B,angry
9914.4,F,angry
10007.4,A,angry
10073.9,G,angry
10206.9,B,angry
10339.9,E,angry
10419.7,A,angry
10592.6,E,angry
11018.6,I,angry
11018.6,A,angry
11138.3,E,angry
11324.5,H,angry
11417.6,A,angry
11550.5,E,angry
11670.2,A,angry
11803.2,E,angry
11895.6,I,angry
11962.8,D,angry
12016.0,A,angry
12082.4,G,angry
12188.8,C,angry
12281.9,B,angry
12375.0,E,angry
12454.8,E,angry
12527.9,E,angry
12601.1,B,angry
12694.1,E,angry
12787.2,E,angry
12827.1,A,angry
12920.2,E,angry
13092.6,I,angry
14007.4,I,angry
14060.6,G,angry
14167.0,B,angry
14233.5,A,angry
14313.3,G,angry
14486.2,A,angry
14632.4,F,angry
14712.2,E,angry
14792.0,A,angry
14871.8,E,angry
14951.6,B,angry
15084.6,G,angry
15124.5,A,angry
15191.0,E,angry
15244.1,A,angry
15350.5,E,angry
15430.3,H,angry
15576.6,B,angry
15722.9,E,angry
15816.0,E,angry
15922.3,A,angry
15988.8,F,angry
16055.3,E,angry
16214.9,E,angry
16334.6,A,angry
16534.0,A,angry
16600.5,E,angry
16653.7,E,angry
16706.9,A,angry
16760.1,F,angry
16839.9,A,angry
16933.0,E,angry
16979.5,E,angry
17026.1,B,angry
17066.0,A,angry
17212.2,G,angry
17411.7,E,angry
17824.5,I,angry
17824.5,A,angry
17957.4,E,angry
18050.5,E,angry
18183.5,A,angry
18263.3,H,angry
18343.1,E,angry
18409.6,A,angry
18476.1,E,angry
18555.9,G,angry
18609.0,A,angry
18742.0,E,angry
18821.8,E,angry
18901.6,B,angry
18968.1,E,angry
19034.6,H,angry
19087.8,A,angry
19180.9,E,angry
19247.3,A,angry
19313.8,H,angry
19380.3,H,angry
19526.6,B,angry
19686.2,E,angry
19779.3,E,angry
19805.5,I,angry
19859.0,E,angry
19938.8,B,angry
20031.9,A,angry
20138.3,F,angry
20284.6,A,angry
20430.8,H,angry
20523.9,G,angry
20630.3,A,angry
20842.5,I,angry
21757.4,I,angry
21810.6,H,angry
21903.7,E,angry
22063.3,C,angry
22196.3,E,angry
22289.4,B,angry
22409.0,F,angry
22502.1,A,angry
22568.6,G,angry
22701.6,B,angry
22834.6,E,angry
22914.4,A,angry
23020.7,E,angry
23100.4,I,angry
23167.0,C,angry
23260.1,E,angry
23353.2,E,angry
23526.1,H,angry
23619.1,C,angry
23845.2,G,angry
23937.4,I,angry
24004.8,H,angry
24071.3,A,angry
24151.1,E,angry
24217.6,E,angry
24363.8,E,angry
24483.5,E,angry
24576.6,C,angry
24816.0,E,angry
25188.8,I,angry
25188.8,A,angry
25308.5,E,angry
25401.6,D,angry
25521.3,B,angry
25654.3,G,angry
25760.6,A,angry
25840.4,E,angry
25946.8,F,angry
26093.1,B,angry
26226.1,E,angry
26292.6,A,angry
26425.5,B,angry
26558.5,H,angry
26611.7,H,angry
26651.6,A,angry
26744.7,E,angry
26877.7,B,angry
26984.0,E,angry
27037.2,A,angry
27170.2,E,angry
27643.1,I,angry
27643.1,A,angry
27776.1,E,angry
27882.4,G,angry
28002.1,A,angry
28121.8,F,angry
28228.2,H,angry
28374.5,A,angry
28480.9,E,angry
28587.2,F,angry
28627.1,A,angry
28706.9,G,angry
28800.0,A,angry
28893.1,E,angry
28972.9,A,angry
29039.4,E,angry
29119.1,B,angry
29238.8,G,angry
29292.0,A,angry
29371.8,E,angry
29531.1,I,angry
30395.7,I,angry
30448.9,B,angry
30635.1,F,angry
30728.2,E,angry
30808.0,A,angry
30901.1,H,angry
31007.4,E,angry
31113.8,C,angry
31220.2,E,angry
31313.3,B,angry
31406.4,F,angry
31486.2,A,angry
31539.4,G,angry
31645.7,B,angry
31778.7,E,angry
31858.5,A,angry
31991.5,E,angry
32070.7,I,angry
32164.4,E,angry
32257.4,A,angry
32323.9,E,angry
32403.7,A,angry
32496.8,E,angry
32669.7,D,angry
32762.8,H,angry
32816.0,A,angry
32855.8,E,angry
32922.3,H,angry
33015.4,C,angry
33101.9,B,angry
33188.3,A,angry
33294.7,E,angry
33360.7,I,angry
33627.1,E,angry
33720.2,C,angry
33839.9,E,angry
33906.4,E,angry
33999.5,E,angry
34105.8,C,angry
34225.5,H,angry
34292.0,A,angry
34410.7,I,angry
34464.9,E,angry
34558.0,A,angry
34597.9,E,angry
34677.7,E,angry
34737.5,E,angry
34797.3,A,angry
34877.1,H,angry
34930.3,H,angry
35010.1,E,angry
35143.1,B,angry
35236.2,E,angry
35329.3,F,angry
35435.6,A,angry
35542.0,E,angry
35581.9,E,angry
35741.5,C,angry
35901.1,A,angry
36059.7,I,angry
36353.7,I,angry
36353.7,E,angry
36433.5,G,angry
36566.5,C,angry
36672.9,E,angry
36752.7,E,angry
36832.4,B,angry
37004.7,I,angry
37071.8,E,angry
37164.9,A,angry
37204.8,E,angry
37284.6,E,angry
37404.3,A,angry
37550.5,C,angry
37750.0,G,angry
37896.3,D,angry
37989.4,B,angry
38049.2,A,angry
38109.0,F,angry
38202.1,G,angry
