audio offset,viseme,mouth state
50.0,I,neutral
102.1,C,neutral
180.2,A,neutral
271.4,D,neutral
349.5,C,neutral
414.6,E,neutral
453.6,E,neutral
479.7,E,neutral
518.8,B,neutral
557.8,E,neutral
649.0,B,neutral
727.1,G,neutral
792.2,A,neutral
857.3,D,neutral
935.4,E,neutral
1039.6,A,neutral
1104.7,H,neutral
1169.8,E,neutral
1221.9,A,neutral
1274.0,E,neutral
1339.1,A,neutral
1391.1,H,neutral
1443.2,C,neutral
1495.3,B,neutral
1547.4,E,neutral
1599.5,E,neutral
1651.6,C,neutral
1755.7,E,neutral
1820.8,E,neutral
1912.0,E,neutral
1977.1,C,neutral
2068.2,H,neutral
2159.4,A,neutral
2263.0,I,neutral
2458.9,E,neutral
2537.0,G,neutral
2602.1,C,neutral
2667.2,E,neutral
2732.3,E,neutral
2797.4,B,neutral
2914.0,I,neutral
3031.8,A,neutral
3083.9,E,neutral
3149.0,E,neutral
3253.1,G,neutral
3305.2,B,neutral
3396.4,H,neutral
3448.4,A,neutral
3565.6,E,neutral
3643.0,I,neutral
3865.1,E,neutral
3969.3,E,neutral
4047.4,A,neutral
4151.6,E,neutral
4255.7,A,neutral
4307.8,E,neutral
4346.9,A,neutral
4399.0,E,neutral
4490.1,A,neutral
4581.2,E,neutral
4672.4,E,neutral
4763.0,I,neutral
4828.6,A,neutral
4919.8,F,neutral
4971.9,G,neutral
5010.9,A,neutral
5076.0,H,neutral
5141.1,G,neutral
5206.2,A,neutral
5271.4,E,neutral
5336.5,A,neutral
5388.5,E,neutral
5440.6,E,neutral
5518.7,G,neutral
5570.8,C,neutral
5675.0,H,neutral
5740.1,G,neutral
5805.2,A,neutral
5948.4,E,neutral
6078.0,I,neutral
6875.0,I,neutral
6927.1,G,neutral
6992.2,A,neutral
7070.3,E,neutral
7187.5,E,neutral
7252.6,A,neutral
7369.8,C,neutral
7434.9,E,neutral
7513.0,H,neutral
7578.1,E,neutral
7656.2,C,neutral
7734.4,E,neutral
7825.5,B,neutral
7916.7,F,neutral
7981.8,A,neutral
8046.9,G,neutral
8125.0,B,neutral
8242.2,E,neutral
8320.3,A,neutral
8450.5,E,neutral
8541.0,I,neutral
8737.0,A,neutral
8815.1,E,neutral
8932.3,H,neutral
8997.4,A,neutral
9088.5,E,neutral
9192.7,A,neutral
9296.9,E,neutral
9374.0,I,neutral
9427.1,D,neutral
9466.1,A,neutral
9518.2,G,neutral
9570.3,C,neutral
9641.9,B,neutral
9713.5,E,neutral
9778.6,E,neutral
9830.7,E,neutral
9882.8,B,neutral
9960.9,E,neutral
10026.0,E,neutral
10065.1,A,neutral
10130.2,E,neutral
10299.0,I,neutral
11145.8,I,neutral
11197.9,G,neutral
11250.0,B,neutral
11289.1,A,neutral
11341.1,G,neutral
11432.3,A,neutral
11523.4,F,neutral
11588.5,E,neutral
11653.6,A,neutral
11718.7,E,neutral
11783.9,B,neutral
11888.0,G,neutral
11927.1,A,neutral
11992.2,E,neutral
12031.2,A,neutral
12083.3,E,neutral
12148.4,H,neutral
12252.6,B,neutral
12369.8,E,neutral
12460.9,E,neutral
12552.1,A,neutral
12604.2,F,neutral
12656.2,E,neutral
12799.5,E,neutral
12877.6,A,neutral
13007.8,A,neutral
13059.9,E,neutral
13099.0,E,neutral
13151.0,A,neutral
13203.1,F,neutral
13268.2,A,neutral
13346.4,E,neutral
13385.4,E,neutral
13424.5,B,neutral
13463.5,A,neutral
13567.7,G,neutral
13671.9,E,neutral
13788.8,I,neutral
13867.2,A,neutral
13971.4,E,neutral
14036.5,E,neutral
14114.6,A,neutral
14179.7,H,neutral
14231.8,E,neutral
14283.9,A,neutral
14322.9,E,neutral
14375.0,G,neutral
14414.1,A,neutral
14466.1,E,neutral
14518.2,E,neutral
14583.3,B,neutral
14622.4,E,neutral
14661.5,H,neutral
14713.5,A,neutral
14791.7,E,neutral
14843.7,A,neutral
14895.8,H,neutral
14947.9,H,neutral
15039.1,B,neutral
15143.2,E,neutral
15221.4,E,neutral
15246.8,I,neutral
15299.5,E,neutral
15364.6,B,neutral
15429.7,A,neutral
15520.8,F,neutral
15638.0,A,neutral
15768.2,H,neutral
15846.4,G,neutral
15924.5,A,neutral
16105.8,I,neutral
16966.1,I,neutral
17018.2,H,neutral
17083.3,E,neutral
17161.5,C,neutral
17252.6,E,neutral
17343.8,B,neutral
17434.9,F,neutral
17500.0,A,neutral
17565.1,G,neutral
17643.2,B,neutral
17747.4,E,neutral
17812.5,A,neutral
17903.6,E,neutral
17968.1,I,neutral
18033.9,C,neutral
18125.0,E,neutral
18203.1,E,neutral
18333.3,H,neutral
18398.4,C,neutral
18580.7,G,neutral
18645.1,I,neutral
18710.9,H,neutral
18763.0,A,neutral
18815.1,E,neutral
18880.2,E,neutral
18971.4,E,neutral
19062.5,E,neutral
19114.6,C,neutral
19283.9,E,neutral
19374.1,I,neutral
19596.4,A,neutral
19648.4,E,neutral
19726.6,D,neutral
19765.6,B,neutral
19817.7,G,neutral
19882.8,A,neutral
19947.9,E,neutral
20026.0,F,neutral
20104.2,B,neutral
20208.3,E,neutral
20273.4,A,neutral
20351.6,B,neutral
20442.7,H,neutral
20481.8,H,neutral
20520.8,A,neutral
20599.0,E,neutral
20703.1,B,neutral
20781.2,E,neutral
20833.3,A,neutral
20950.5,E,neutral
21015.1,I,neutral
21184.9,A,neutral
21237.0,E,neutral
21315.1,G,neutral
21367.2,A,neutral
21432.3,F,neutral
21510.4,H,neutral
