audio offset,viseme,mouth state
50.0,I,angry
101.0,C,angry
292.3,G,angry
407.1,E,angry
496.4,C,angry
579.3,A,angry
662.2,E,angry
751.0,I,angry
942.9,G,angry
1006.6,B,angry
1083.2,E,angry
1159.7,E,angry
1236.2,H,angry
1312.8,D,angry
1440.3,F,angry
1504.1,C,angry
1682.7,E,angry
1746.0,I,angry
1810.2,E,angry
1874.0,B,angry
1925.0,G,angry
1988.8,A,angry
2039.8,E,angry
2154.6,B,angry
2243.9,E,angry
2320.4,E,angry
2396.9,E,angry
2511.7,G,angry
2601.0,B,angry
2677.6,E,angry
2754.1,E,angry
2798.7,E,angry
2843.4,A,angry
2919.9,E,angry
3098.0,I,angry
