audio offset,viseme,mouth state
50.0,I,angry
101.0,D,angry
305.1,A,angry
445.4,C,angry
534.7,E,angry
585.7,A,angry
713.3,E,angry
777.0,A,angry
866.3,H,angry
1057.7,B,angry
1146.9,E,angry
1210.7,A,angry
1274.5,G,angry
1338.3,B,angry
1414.8,G,angry
1504.1,A,angry
1644.4,D,angry
1708.2,E,angry
1759.2,A,angry
1810.2,F,angry
1874.0,B,angry
1988.8,E,angry
2103.6,E,angry
2533.2,I,angry
2533.2,D,angry
2571.4,A,angry
2648.0,E,angry
2686.2,E,angry
2737.2,A,angry
2801.0,E,angry
2877.6,E,angry
3017.9,B,angry
3088.0,A,angry
3158.2,G,angry
3260.2,E,angry
3349.5,E,angry
3477.0,D,angry
3604.6,E,angry
3719.4,A,angry
3783.2,E,angry
3821.4,E,angry
3898.0,E,angry
3961.7,A,angry
4000.0,E,angry
4051.0,A,angry
4127.6,E,angry
4242.3,E,angry
4318.9,C,angry
4363.5,A,angry
4408.2,E,angry
4484.7,E,angry
4535.7,A,angry
4637.8,E,angry
4752.6,C,angry
4841.8,B,angry
4931.1,E,angry
5007.7,A,angry
5058.7,E,angry
5109.7,E,angry
5160.7,E,angry
5224.5,A,angry
5288.3,F,angry
5364.8,E,angry
5415.8,A,angry
5466.8,E,angry
5505.1,E,angry
5556.1,E,angry
5683.7,H,angry
5773.0,A,angry
5887.8,E,angry
6015.3,A,angry
6206.6,E,angry
6710.7,I,angry
6710.7,C,angry
6838.3,E,angry
6927.6,E,angry
7055.1,D,angry
7233.7,E,angry
7323.0,C,angry
7412.2,B,angry
7501.5,E,angry
7578.1,A,angry
7629.1,E,angry
7680.1,E,angry
7731.1,A,angry
7833.2,E,angry
7884.2,E,angry
7935.2,A,angry
7986.2,F,angry
8062.8,A,angry
8139.3,E,angry
8183.9,E,angry
8228.6,B,angry
8266.8,A,angry
8368.9,G,angry
8445.4,H,angry
8534.7,G,angry
8636.7,A,angry
8738.8,E,angry
8815.3,A,angry
8930.1,E,angry
9032.1,E,angry
9235.7,I,angry
10065.3,I,angry
10116.3,G,angry
10218.4,A,angry
10307.7,E,angry
10473.5,H,angry
10562.8,A,angry
10677.6,E,angry
10792.3,A,angry
10907.1,E,angry
10996.4,D,angry
11047.4,A,angry
11111.2,E,angry
11149.5,E,angry
11251.5,A,angry
11340.8,D,angry
11404.6,H,angry
11455.6,A,angry
11506.6,E,angry
11583.2,C,angry
11640.6,A,angry
11698.0,E,angry
11761.7,A,angry
11838.3,H,angry
11953.1,A,angry
12029.6,E,angry
12080.6,A,angry
12131.6,E,angry
12195.4,E,angry
12271.9,A,angry
12399.5,E,angry
12462.3,I,angry
12539.8,C,angry
12641.8,E,angry
12731.1,E,angry
12871.4,D,angry
13011.7,F,angry
13101.0,C,angry
13190.3,E,angry
13356.1,B,angry
13445.4,F,angry
13573.0,B,angry
13751.3,I,angry
13930.1,E,angry
14019.4,G,angry
14121.4,C,angry
14210.7,E,angry
14300.0,C,angry
14389.3,H,angry
14529.6,B,angry
14612.5,A,angry
14695.4,G,angry
14848.5,E,angry
14950.3,I,angry
15154.6,E,angry
15231.1,E,angry
15307.7,B,angry
15371.4,A,angry
15435.2,E,angry
15499.0,E,angry
15588.3,A,angry
15766.8,G,angry
15881.6,E,angry
15996.3,I,angry
16200.5,H,angry
16315.3,C,angry
16430.1,E,angry
16493.9,A,angry
16557.7,E,angry
16710.7,A,angry
16851.0,G,angry
16953.1,E,angry
17054.3,I,angry
17118.9,A,angry
17131.6,E,angry
17208.2,H,angry
17284.7,E,angry
17386.7,C,angry
17463.3,E,angry
17539.8,B,angry
17616.3,F,angry
17692.9,A,angry
17756.6,G,angry
17858.7,B,angry
17973.5,E,angry
18062.8,A,angry
18228.6,E,angry
18419.3,I,angry
19199.0,I,angry
19250.0,G,angry
19364.8,B,angry
19441.3,A,angry
19530.6,C,angry
19747.4,G,angry
19875.0,C,angry
19938.8,E,angry
19989.8,A,angry
20079.1,E,angry
20155.6,E,angry
20321.4,B,angry
20398.0,G,angry
20461.7,A,angry
20538.3,E,angry
20576.5,E,angry
20614.8,A,angry
20678.6,E,angry
20716.8,E,angry
20767.9,E,angry
20882.7,E,angry
20984.7,A,angry
21074.0,E,angry
21118.6,E,angry
21163.3,A,angry
21239.8,E,angry
21341.8,E,angry
21418.0,I,angry
21482.1,D,angry
21520.4,A,angry
21584.2,E,angry
21635.2,F,angry
21775.5,A,angry
21915.8,G,angry
21992.3,A,angry
22119.9,E,angry
22285.7,E,angry
22451.0,I,angry
23280.6,I,angry
23331.6,C,angry
23433.7,B,angry
23535.7,E,angry
23599.5,A,angry
23663.3,F,angry
23727.0,G,angry
23778.1,A,angry
23892.9,E,angry
23969.4,E,angry
24071.4,H,angry
24160.7,A,angry
24288.3,E,angry
24403.1,A,angry
24594.4,E,angry
24708.6,I,angry
25010.2,I,angry
25010.2,E,angry
25074.0,E,angry
25137.8,B,angry
25207.9,A,angry
25278.1,E,angry
25341.8,E,angry
25456.6,A,angry
25635.2,G,angry
25737.2,E,angry
25826.2,I,angry
25928.6,A,angry
26005.1,E,angry
26081.6,E,angry
26209.2,D,angry
26349.5,F,angry
26438.8,C,angry
26540.8,E,angry
26719.4,B,angry
26808.7,F,angry
26910.7,B,angry
27012.2,I,angry
27063.8,G,angry
27165.8,A,angry
27255.1,F,angry
27344.4,H,angry
27471.9,A,angry
27561.2,E,angry
27650.5,F,angry
27688.8,A,angry
27752.5,G,angry
27841.8,A,angry
27956.2,I,angry
28020.4,C,angry
28109.7,E,angry
28173.5,G,angry
28211.7,A,angry
28275.5,H,angry
28364.8,G,angry
28454.1,A,angry
28530.6,E,angry
28594.4,A,angry
28658.2,E,angry
28721.9,E,angry
28811.2,G,angry
28913.3,A,angry
29053.6,E,angry
29168.4,E,angry
29359.2,I,angry
30238.8,I,angry
30289.8,G,angry
30366.3,A,angry
30481.1,A,angry
30646.9,G,angry
30698.0,A,angry
30761.7,E,angry
30812.8,A,angry
30902.0,E,angry
30965.8,E,angry
31080.6,B,angry
31157.1,G,angry
31220.9,A,angry
31297.4,E,angry
31335.7,E,angry
31374.0,A,angry
31437.8,E,angry
31488.8,E,angry
31539.8,E,angry
31654.6,H,angry
31731.1,A,angry
31845.9,E,angry
31948.0,A,angry
32062.8,E,angry
32125.8,I,angry
32190.3,A,angry
32292.3,E,angry
32356.1,E,angry
32521.9,A,angry
32611.2,H,angry
32675.0,A,angry
32738.8,E,angry
32815.3,E,angry
32891.8,A,angry
32955.6,F,angry
33032.1,E,angry
33083.2,A,angry
33121.4,E,angry
33146.9,E,angry
33198.0,H,angry
33261.7,G,angry
33351.0,A,angry
33453.1,E,angry
33516.8,A,angry
33618.9,E,angry
33708.2,E,angry
33911.8,I,angry
